Date,Committee,Hearing Title,Time,Link,Code
"Tuesday, January 27, 2015",Committee on House Administration,Organizational Meeting for the 114th Congress,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102831,HA00
"Wednesday, January 21, 2015",Committee on Ways and Means,"Organizational Meeting of the Committee on Ways and Means, Consideration of the Committee s Rules for the 114th Congress and Consideration of the Committee s Oversight Plan for the 114th Congress",10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102834,WM00
"Wednesday, January 21, 2015",Subcommittee on Health (Committee on Energy and Commerce),A Permanent Solution to the SGR: The Time Is Now,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102825,IF14
"Wednesday, January 21, 2015",Committee on Veterans Affairs, Building a Better VA: Assessing Ongoing Major Construction Management Problems within the Department ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102815,VR00
"Wednesday, January 21, 2015",Committee on the Judiciary,"Adoption of Committee Rules;Ratification of Subcommittee Assignments; H.R. 181, the  Justice for Victims of Trafficking Act of 2015 ; H.R. 350, To direct the Interagency Task Force to Monitor and Combat Trafficking to identify strategies to prevent children from becoming victims of trafficking and review trafficking prevention efforts, to protect and assist in the recovery of victims of trafficking, and for other purposes; H.R. 159, the  Stop Exploitation Through Trafficking Act of 2015 ; and,H.R. 285, To amend title 18, United States Code, to provide a penalty for knowingly selling advertising that offers certain commercial sex acts",10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102830,JU00
"Wednesday, January 21, 2015","Committee on Science, Space, and Technology",Adoption of Committee Rules and Approval of Oversight Plan,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102839,SY00
"Wednesday, January 21, 2015",Committee on Financial Services,Committee Oversight Plan,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102852,BA00
"Wednesday, January 21, 2015",Committee on Homeland Security,"Markup of H.R. 399, (Mr. McCaul), To require the Secretary of Homeland Security to gain and maintain operational control of the international borders of the United States, and for other purposes. The  Secure Our Borders First Act of 2015. ",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102838,HM00
"Wednesday, January 21, 2015","Committee on Science, Space, and Technology",Unmanned Aircraft Systems Research and Development,2:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102840,SY00
"Wednesday, January 21, 2015",Committee on Rules,H.R. 7 No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015,9:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102857,RU00
"Thursday, January 22, 2015",Committee on the Budget,CONSIDERATION OF RULES OF THE COMMITTEE ON THE BUDGET FOR THE 114TH CONGRESSANDCONSIDERATION OF THE COMMITTEE ON THE BUDGET S OVERSIGHT PLAN FOR THE 114TH CONGRESS,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102833,BU00
"Thursday, January 22, 2015",Committee on Agriculture,Full Committee Organizational Meeting for the 114th Congress,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102828,AG00
"Thursday, January 22, 2015",Subcommittee on Environment and the Economy (Committee on Energy and Commerce),EPAs 2014 Final Rule: Disposal of Coal Combustion Residuals from Electric Utilities,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102826,IF18
"Thursday, January 22, 2015",Subcommittee on Health (Committee on Energy and Commerce),A Permanent Solution to the SGR: The Time Is Now (Day 2),10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102827,IF14
"Thursday, January 22, 2015",Subcommittee on Disability Assistance and Memorial Affairs (Committee on Veterans Affairs), Veterans  Dilemma: Navigating the Appeals System for Veterans Claims ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102818,VR09
"Monday, January 26, 2015",Committee on Rules,(H.R. 399 Secure Our Borders First Act of 2015); H.R. 351 LNG Permitting Certainty and Transparency Act,5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102858,RU00
"Tuesday, January 27, 2015",Committee on Transportation and Infrastructure,Organizational Meeting and Markup of Oversight Plan,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102845,PW00
"Tuesday, January 27, 2015","Subcommittee on Commerce, Manufacturing, and Trade (Committee on Energy and Commerce)",What are the Elements of Sound Data Breach Legislation?,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102842,IF17
"Tuesday, January 27, 2015",Committee on Foreign Affairs,Iran Nuclear Negotiations After the Second Extension: Where Are They Going?,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102846,FA00
"Tuesday, January 27, 2015",Committee on Financial Services, Sustainable Housing Finance: An Update from the Director of the Federal Housing Finance Agency ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102893,BA00
"Tuesday, January 27, 2015",Committee on the Budget,THE CONGRESSIONAL BUDGET OFFICE S BUDGET AND ECONOMIC OUTLOOK,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102817,BU00
"Tuesday, January 27, 2015","Subcommittee on Economic Development, Public Buildings, and Emergency Management (Committee on Transportation and Infrastructure)",Rebuilding After the Storm: Lessening Impacts and Speeding Recovery,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102854,PW13
"Tuesday, January 27, 2015",Committee on Veterans Affairs,Business Meeting to Designate Congresswoman Kathleen Rice (NY-4) to HVAC Subcommittees,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102870,VR00
"Tuesday, January 27, 2015",Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,Hearing 3,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102847,ZI00
"Tuesday, January 27, 2015",Committee on Veterans Affairs,"Legislative Hearing on H.R. 189, H.R. 216, H.R. 245, H.R. 280, and H.R. 294.",10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102808,VR00
"Tuesday, January 27, 2015","Committee on Science, Space, and Technology",Adoption of Committee Rules and Approval of Oversight Plan,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102869,SY00
"Tuesday, January 27, 2015",Subcommittee on Health (Committee on Energy and Commerce),Examining Public Health Legislation to Help Patients and Local Communities,11:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102844,IF14
"Tuesday, January 27, 2015",Committee on the Judiciary,"H.R. 527, the  Small Business Regulatory Flexibility Improvements Act of 2015 ",1:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102861,JU00
"Tuesday, January 27, 2015","Subcommittee on Research and Technology (Committee on Science, Space, and Technology)",The Expanding Cyber Threat,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102902,SY15
"Tuesday, January 27, 2015","Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations (Committee on Foreign Affairs)",Nigeria on the Brink?,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102853,FA16
"Tuesday, January 27, 2015",Committee on Ways and Means, U.S. Trade Policy Agenda ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102843,WM00
"Tuesday, January 27, 2015",Subcommittee on Economic Opportunity (Committee on Veterans Affairs), A Review of the Transition Assistance Program (TAP) ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102836,VR10
"Tuesday, January 27, 2015",Committee on Oversight and Government Reform,Organizational Meeting and Markup of Legislation,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102856,GO00
"Tuesday, January 27, 2015","Subcommittee on Terrorism, Nonproliferation, and Trade (Committee on Foreign Affairs)",The Evolution of Terrorist Propaganda: The Paris Attack and Social Media,2:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102855,FA18
"Wednesday, January 28, 2015","Subcommittee on Energy (Committee on Science, Space, and Technology)",Supercomputing and American Technology Leadership,9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102906,SY20
"Wednesday, January 28, 2015",Committee on Appropriations,Organizational Meeting for the 114th Congress,9:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102862,AP00
"Wednesday, January 28, 2015",Committee on Armed Services,A Case for Reform: Improving DOD s Ability to Respond to the Pace of Technological Change,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102849,AS00
"Wednesday, January 28, 2015",Committee on Natural Resources,"The Committee on Natural Resources will hold its organizational meeting.  The purpose of this meeting is to consider Committee Rules and the Committee Oversight Plan for 114th Congress, and appoint Committee staff.",9:45 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102891,II00
"Wednesday, January 28, 2015",Subcommittee on Health (Committee on Veterans Affairs), Examining the Quality and Cost of VA Health Care ,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102850,VR03
"Monday, February 2, 2015",Committee on Rules,"H.R. 596 To repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and Education Reconciliation Act of 2010, and for other purposes.",5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102904,RU00
"Wednesday, February 4, 2015",Committee on Ways and Means,"Markup of: 	H.R. 644, A bill to amend the Internal Revenue Code of 1986 to permanently extend and expand the charitable deduction for contributions of food inventory. 	H.R. 637, A bill to amend the Internal Revenue Code of 1986 to make permanent the rule allowing certain tax-free distributions from individual retirement accounts for charitable purposes. 	H.R. 641, Conservation Easement Incentive Act of 2015. 	H.R. 640, A bill to amend the Internal Revenue Code of 1986 to modify the tax rate for excise tax on investment income of private foundations. 	H.R. 636, America s Small Business Tax Relief Act of 2015. 	H.R. 629, A bill to amend the Internal Revenue Code of 1986 to make permanent the reduced recognition period for built-in gains of S corporations. 	H.R. 630, A bill to amend the Internal Revenue Code of 1986 to make permanent certain rules regarding basis adjustments to stock of S corporations making charitable contributions of property.",11:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102884,WM00
"Tuesday, February 3, 2015",Committee on Armed Services,World Wide Threats,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102880,AS00
"Tuesday, February 3, 2015",Committee on Ways and Means,Hearing on the President s Fiscal Year 2016 Budget Proposal with U.S. Department of the Treasury Secretary Jacob J. Lew,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102922,WM00
"Tuesday, February 3, 2015","Subcommittee on Oversight (Committee on Science, Space, and Technology)",NSF s Oversight of the NEON Project and Other Major Research Facilities Developed Under Cooperative Agreements,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102907,SY21
"Tuesday, February 3, 2015","Subcommittee on Railroads, Pipelines, and Hazardous Materials (Committee on Transportation and Infrastructure)",How the Changing Energy Markets Will Affect U.S. Transportation,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102881,PW14
"Tuesday, February 3, 2015",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),Examining the U.S. Public Health Response to Seasonal Influenza.,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102879,IF02
"Tuesday, February 3, 2015",Committee on Oversight and Government Reform,"Full Committee Hearing,  Inspectors General: Independence, Access, and Authority ",10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102908,GO00
"Tuesday, February 3, 2015",Subcommittee on the Western Hemisphere (Committee on Foreign Affairs),The Strategic Importance of the Western Hemisphere: Defining U.S. Interests in the Region,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102885,FA07
"Tuesday, February 3, 2015",Committee on the Judiciary,Examining the Adequacy and Enforcement of Our Nation s Immigration Laws,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102878,JU00
"Tuesday, February 3, 2015",Subcommittee on Transportation Security (Committee on Homeland Security), A Review of Access Control Measures at Our Nation s Airports. ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102864,HM07
"Tuesday, February 3, 2015",Committee on Rules,H.R. 50 Unfunded Mandates Information and Transparency Act of 2015; H.R. 527 Small Business Regulatory Flexibility Improvements Act of 2015,3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102909,RU00
"Tuesday, February 3, 2015",Subcommittee on Military Personnel (Committee on Armed Services),Wounded Warrior Program Update,3:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102860,AS02
"Wednesday, February 4, 2015",Committee on Foreign Affairs,Cuba: Assessing the Administration s Sudden Shift,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102889,FA00
"Wednesday, February 4, 2015",Committee on the Budget,The Presidents Fiscal Year 2016 Budget,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=104231,BU00
"Wednesday, February 4, 2015",Subcommittee on Immigration and Border Security (Committee on the Judiciary),"H.R. _____, the  Legal Workforce Act ",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102890,JU01
"Wednesday, February 4, 2015",Subcommittee on Communications and Technology (Committee on Energy and Commerce),Markup of the Federal Communications Commission Consolidated Reporting Act of 2015,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102920,IF16
"Wednesday, February 4, 2015",Subcommittee on Oversight and Investigations (Committee on Financial Services), Exploring Alleged Ethical and Legal Violations at the U.S. Department of Housing and Urban Development ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102894,BA09
"Wednesday, February 4, 2015",Committee on Armed Services,Final Recommendations from the Military Compensation and Retirement Modernization Commission,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102859,AS00
"Wednesday, February 4, 2015",Committee on Transportation and Infrastructure,Impacts of the Proposed Waters of the United States Rule on State and Local Governments,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102829,PW00
"Wednesday, February 4, 2015",Committee on House Administration,Committee Funding for the 114th Congress,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102882,HA00
"Wednesday, February 4, 2015",Committee on Education and the Workforce,Expanding Opportunity in America s Schools and Workplaces ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102886,ED00
"Wednesday, February 4, 2015","Subcommittee on Regulatory Reform, Commercial, and Antitrust Law (Committee on the Judiciary)","H.R. 526, the  Furthering Asbestos Claim Transparency (FACT) Act of 2015 ",1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102888,JU05
"Wednesday, February 4, 2015",Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),The Palestinian Authority s International Criminal Court Gambit: A True Partner for Peace?,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102887,FA13
"Wednesday, February 4, 2015",Subcommittee on Health (Committee on Energy and Commerce),Health Subcommittee Markup,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102917,IF14
"Thursday, February 5, 2015","Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations (Committee on Foreign Affairs)",Human Rights in Cuba: A Squandered Opportunity,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102928,FA16
"Thursday, February 5, 2015",Subcommittee on Environment and the Economy (Committee on Energy and Commerce),"H.R. 212, the Drinking Water Protection Act",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102903,IF18
"Thursday, February 5, 2015",Subcommittee on Environment and the Economy (Committee on Energy and Commerce),"H.R. 212, the Drinking Water Protection Act",11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102929,IF18
"Tuesday, February 10, 2015",Subcommittee on Oversight and Investigations (Committee on Veterans Affairs), An Examination of Waste and Abuse Associated with VA s Management of Land-Use Agreements ,4:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102914,VR08
"Tuesday, February 10, 2015",Committee on Rules,S. 1 Keystone XL Pipeline Approval Act; H.R. 636 America s Small Business Tax Relief Act of 2015; H.R. 644 Fighting Hunger Incentive Act of 201; Oversight Plan of the Committee on Rules for the 114th Congress,5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102959,RU00
"Wednesday, February 11, 2015","Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",Indian Health Service Budget,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102912,AP06
"Wednesday, February 11, 2015",Subcommittee on Oversight (Committee on Ways and Means),Organizational Meeting of the Subcommittee on Oversight,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102946,WM06
"Wednesday, February 11, 2015",Committee on Agriculture,To review the state of the rural economy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102935,AG00
"Wednesday, February 11, 2015",Committee on Financial Services, The Future of Housing in America: Oversight of the Federal Housing Administration ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102969,BA00
"Wednesday, February 11, 2015",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),Federal Efforts on Mental Health: Why Greater HHS Leadership is Needed,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102944,IF02
"Wednesday, February 11, 2015",Subcommittee on Oversight (Committee on Ways and Means),Chairman Roskam Announces Hearing on Protecting Small Businesses from IRS Abuse,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102947,WM06
"Wednesday, February 11, 2015",Committee on Education and the Workforce,"H.R. 5, Student Success Act",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102958,ED00
"Wednesday, February 11, 2015",Committee on Homeland Security,Countering Violent Islamist Extremism:  The Urgent Threat of Foreign Fighters and Homegrown Terror.,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102901,HM00
"Wednesday, February 11, 2015",Committee on Transportation and Infrastructure,Surface Transportation Reauthorization Bill: Laying the Foundation for U.S. Economic Growth and Job Creation Part I,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102905,PW00
"Wednesday, February 11, 2015","Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Committee on Appropriations)",Commodity Futures Trading Commission Budget,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102910,AP01
"Wednesday, February 11, 2015",Committee on Armed Services,The FY16 Budget Request: A View from Outside Experts:  Alternative Budgets and Strategic Choices ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102934,AS00
"Wednesday, February 11, 2015",Subcommittee on Health (Committee on Energy and Commerce),Examining ICD-10 Implementation,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102940,IF14
"Wednesday, February 11, 2015",Committee on Veterans Affairs, U.S. Department of Veterans Affairs Budget Request for Fiscal Year 2016 ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102892,VR00
"Wednesday, February 11, 2015","Subcommittee on State, Foreign Operations, and Related Programs (Committee on Appropriations)","Oversight for Funding to Prevent, Prepare for, and Respond to the Ebola Virus Disease Outbreak",10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102913,AP04
"Wednesday, February 11, 2015","Subcommittee on Energy and Water Development, and Related Agencies (Committee on Appropriations)","Army Corps of Engineers, Civil Works",10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102925,AP10
"Wednesday, February 11, 2015",Committee on Veterans Affairs,Business Meeting to Designate Congressman Jerry McNerney (CA-09) and Congressman Tim Walz (MN-01)to HVAC Subcommittees,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102938,VR00
"Wednesday, February 11, 2015","Subcommittee on Crime, Terrorism, Homeland Security, and Investigations (Committee on the Judiciary)",Federal Asset Forfeiture: Uses and Reforms,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102930,JU08
"Thursday, February 12, 2015",Committee on Small Business,2-12-2015 Organizational Meeting for the 114th Congress and the Views and Estimates Markup,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102866,SM00
"Wednesday, February 11, 2015",Subcommittee on Energy and Power (Committee on Energy and Commerce),The Fiscal Year 2016 Department of Energy Budget,1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102942,IF03
"Wednesday, February 11, 2015",Subcommittee on Immigration and Border Security (Committee on the Judiciary),"Interior Immigration Enforcement Legislation:H.R.____, to improve immigration law enforcement within the interior of the United States, and for other purposes;H.R.____, to modify the treatment of unaccompanied alien children who are in Federal custody by reason of their immigration status, and for other purposes; and,H.R.____, to amend the William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 to provide for the expedited removal of unaccompanied alien children who are not victims of a severe form of trafficking in persons and who do not have a fear of returning to their country of nationality or last habitual residence, and for other purposes.",1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102941,JU01
"Wednesday, February 11, 2015",Subcommittee on Military Personnel (Committee on Armed Services),Final Recommendations from the Military Compensation and Retirement Modernization Commission,1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102939,AS02
"Wednesday, February 11, 2015",Committee on Oversight and Government Reform,OGR Oversight Plan,1:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102964,GO00
"Wednesday, February 11, 2015",Committee on Oversight and Government Reform,GAOs High Risk Report:  25 Years of Problematic Practices,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102965,GO00
"Wednesday, February 11, 2015",Subcommittee on Human Resources (Committee on Ways and Means),Organizational Meeting of the Subcommittee on Human Resources,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102943,WM03
"Wednesday, February 11, 2015","Subcommittee on Terrorism, Nonproliferation, and Trade (Committee on Foreign Affairs)",State Sponsor of Terror: The Global Threat of Iran,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102948,FA18
"Wednesday, February 11, 2015",Subcommittee on Human Resources (Committee on Ways and Means),Chairman Boustany Announces First Hearing in Series on Moving America s Families Forward,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102945,WM03
"Wednesday, February 11, 2015",Committee on Energy and Commerce,Full Committee Markup,5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102963,IF00
"Thursday, February 12, 2015",Committee on Ways and Means,"Markup of: Committee on Ways and Means Views and Estimates on the Fiscal Year 2016 Federal Budget; H.R. 529, A bill to amend the Internal Revenue Code of 1986 to improve 529 plans; H.R. 622, A bill to amend the Internal Revenue Code of 1986 to make permanent the deduction of State and local general sales taxes; H.R. 880, A bill to amend the Internal Revenue Code of 1986 to simplify and make permanent the research credit.",9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102973,WM00
"Thursday, February 12, 2015",Committee on Agriculture,To consider the Budget Views and Estimates Letter of the Committee on Agriculture for the agencies and programs under the jurisdiction of the Committee for FY2016 and other organizational matters,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102937,AG00
"Thursday, February 12, 2015","Subcommittee on Environment (Committee on Science, Space, and Technology)",Bridging the Gap: America s Weather Satellites and Weather Forecasting,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102960,SY18
"Thursday, February 12, 2015",Committee on Oversight and Government Reform,U.S. Secret Service: Identifying Steps to Restore the Protective Agency,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102954,GO00
"Tuesday, March 17, 2015",Subcommittee on Contracting and Workforce (Committee on Small Business),"3-17-2015 Contracting and Industrial Base II: Bundling, Goaling, and the Office of Hearings and Appeals",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102873,SM23
"Thursday, February 12, 2015",Committee on Foreign Affairs,The Growing Strategic Threat of ISIS,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=102962,FA00
