Date,Committee,Hearing Title,Time,Link,Hour,Code
"Wednesday, February 6, 2019",Committee on Oversight and Reform,H.R. 1:  Strengthening Ethics  Rules for the Executive Branch,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108837,10,GO00
"Wednesday, February 6, 2019",Committee on the Judiciary,Preventing Gun Violence:  A Call to Action,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108838,10,JU00
"Wednesday, February 6, 2019",Committee on Natural Resources,Climate Change: The Impacts and the Need to Act,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108836,10,II00
"Wednesday, February 6, 2019",Committee on Armed Services,Evaluation of the Department of Defense s Counterterrorism Approach,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108835,10,AS00
"Wednesday, February 6, 2019",Subcommittee on Environment and Climate Change (Committee on Energy and Commerce),Time for Action:  Addressing the Environmental and Economic Effects of Climate Change,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108842,10,IF18
"Wednesday, February 6, 2019",Subcommittee on Health (Committee on Energy and Commerce), Texas v. U.S.:  The Republican Lawsuit and Its Impacts on Americans with Pre-Existing Conditions ,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108843,10,IF14
"Wednesday, February 6, 2019",Committee on Education and Labor, Examining Threats to Workers with Preexisting Conditions.,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108840,10,ED00
"Wednesday, February 6, 2019",Committee on Small Business,116th Organizational Meeting,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108909,10,SM00
"Wednesday, February 6, 2019",Committee on Small Business,The Shutdown: Economic Impact on Small Businesses.,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108907,11,SM00
"Wednesday, February 6, 2019",Committee on Foreign Affairs,"H.J. Res. 37, Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.",12:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108865,12,FA00
"Wednesday, February 6, 2019",Subcommittee on Defense (Committee on Appropriations),World Wide Threat Assessment and Intelligence Community Posture Hearing,3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108859,15,AP02
"Wednesday, February 6, 2019",Committee on Rules,H.R. 840 Veterans  Access to Child Care Act; H. Res. 86 Providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress.,3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108868,15,RU00
"Thursday, February 7, 2019",Committee on Transportation and Infrastructure,Organizational Meeting.,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108825,9,PW00
"Thursday, February 7, 2019","Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)",Quality of Life in the Military,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108864,10,AP18
"Thursday, February 7, 2019",Subcommittee on Legislative Branch (Committee on Appropriations),Office of Congressional Workplace Rights,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108862,10,AP24
"Thursday, February 7, 2019","Subcommittee on Energy and Water Development, and Related Agencies (Committee on Appropriations)",Energy Trends and Outlook,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108860,10,AP10
"Thursday, February 7, 2019","Subcommittee on Economic Growth, Tax, and Capital Access (Committee on Small Business)",Exploring Challenges and Opportunities of Underserved Businesses in the 21st Century,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108934,10,SM27
"Thursday, February 7, 2019",Committee on House Administration,Organizational Meeting,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108886,10,HA00
"Thursday, February 7, 2019",Committee on the Judiciary,"Resolution authorizing issuance of a subpoena to Acting Attorney General Matthew G. Whitaker to secure his appearance and testimony at the hearing of the Committee regarding oversight of the U.S. Department of Justice; and H.R. 948, the No Oil Producing and Exporting Cartels Act of 2019 or NOPEC.",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108875,10,JU00
"Thursday, February 7, 2019",Committee on the Budget,Investing in Americas Economic and National Security,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108841,10,BU00
"Thursday, February 7, 2019",Committee on Transportation and Infrastructure,The Cost of Doing Nothing: Why Investing in Our Nations Infrastructure Cannot Wait.,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108831,10,PW00
"Thursday, February 7, 2019",Committee on Education and Labor," Gradually Raising the Minimum Wage to $15: Good for Workers, Good for Businesses, and Good for the Economy.",10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108844,10,ED00
"Thursday, February 7, 2019",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce), Examining the Failures of the Trump Administration s Inhumane Family Separation Policy ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108846,10,IF02
"Thursday, February 7, 2019",Committee on Agriculture,Organizational matters of the Committee on Agriculture for the 116th Congress,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108869,11,AG00
"Thursday, February 7, 2019",Subcommittee on Legislative Branch (Committee on Appropriations),Open World Leadership Center,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108863,11,AP24
"Thursday, February 7, 2019",Subcommittee on Communications and Technology (Committee on Energy and Commerce)," Preserving an Open Internet for Consumers, Small Businesses, and Free Speech ",11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108845,11,IF16
"Thursday, February 7, 2019","Subcommittee on Water, Oceans, and Wildlife (Committee on Natural Resources)",Healthy Oceans and Healthy Economies: The State of Our Oceans in the 21st Century,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108849,14,II13
"Thursday, February 7, 2019",Subcommittee on Oversight (Committee on Ways and Means),Legislative Proposals and Tax Law Related to Presidential and Vice-Presidential Tax Returns,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108922,14,WM06
"Friday, February 8, 2019",Committee on the Judiciary,Oversight of the U.S. Department of Justice,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108848,9,JU00
"Monday, February 11, 2019",Committee on Rules,H.J. Res. 37 Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress.,5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108898,17,RU00
"Wednesday, February 13, 2019",Committee on Homeland Security, Defending Our Democracy: Building Partnerships to Protect America s Elections ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108874,10,HM00
"Wednesday, February 27, 2019","Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Committee on Appropriations)",Food and Drug Administration   Status of Operations,3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108876,15,AP01
"Wednesday, February 13, 2019","Subcommittee on Energy and Water Development, and Related Agencies (Committee on Appropriations)",Oversight Hearing:  Department of Energy s Weatherization Assistance Program,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108877,10,AP10
"Wednesday, February 13, 2019",Committee on Foreign Affairs,Venezuela at a Crossroads,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108897,11,FA00
"Tuesday, February 12, 2019",Subcommittee on Energy and Mineral Resources (Committee on Natural Resources),Climate Change: Preparing for the Energy Transition,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108873,10,II06
"Tuesday, February 26, 2019",Committee on the Judiciary,Oversight of the Trump Administration s Family Separation Policy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108872,10,JU00
"Tuesday, February 12, 2019",Committee on Ways and Means,The Cost of Rising Prescription Drug Prices,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108923,10,WM00
"Tuesday, February 12, 2019",Committee on Education and Labor,Underpaid Teachers and Crumbling Schools: How Underfunding Public Education Shortchanges America s Students.,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108885,10,ED00
"Wednesday, February 13, 2019",Subcommittee on Defense (Committee on Appropriations),U.S. Military Service Academies Overview,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108880,11,AP02
"Tuesday, February 12, 2019",Subcommittee on Health (Committee on Energy and Commerce), The Fiscal Year 2020 HHS Budget ,12:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109067,12,IF14
"Wednesday, February 13, 2019",Subcommittee on Military Personnel (Committee on Armed Services),Military Service Academies Action Plans to Address the Results of Sexual Assault and Violence Report at the Military Service Academies,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108847,14,AS02
"Tuesday, February 12, 2019",Subcommittee on Indigenous Peoples of the United States (Committee on Natural Resources),The Impacts of Climate Change on Tribal Communities,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108887,14,II24
"Tuesday, February 12, 2019","Subcommittee on the Departments of Transportation, and House and Urban Development, and Related Agen (Committee on Appropriations)",Oversight Hearing:  The Department of Housing and Urban Development s Management of Housing Contracts During the Shutdown,4:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108881,16,AP20
"Wednesday, February 13, 2019",Committee on Financial Services,Homeless in America: Examining the Crisis and Solutions to End Homelessness,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108894,10,BA00
"Wednesday, February 13, 2019",Committee on the Judiciary,H.R. 8 and H.R. 1112,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108912,10,JU00
"Wednesday, February 13, 2019",Subcommittee on Communications and Technology (Committee on Energy and Commerce), Protecting Consumers and Competition: An Examination of the T-Mobile and Sprint Merger. ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108895,10,IF16
"Wednesday, February 13, 2019",Subcommittee on Aviation (Committee on Transportation and Infrastructure), Putting U.S. Aviation at Risk: The Impact of the Shutdown ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108904,10,PW05
"Wednesday, February 13, 2019","Subcommittee on National Parks, Forests, and Public Lands (Committee on Natural Resources)",Climate Change and Public Lands: Examining Impacts and Considering Adaptation Opportunities.,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108911,10,II10
"Wednesday, February 13, 2019","Committee on Science, Space, and Technology",The State of Climate Science and Why it Matters,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108915,10,SY00
"Wednesday, February 13, 2019",Committee on Veterans Affairs,Full Committee Organizational Meeting 116th Congress,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108867,10,VR00
"Thursday, March 7, 2019",Subcommittee on Legislative Branch (Committee on Appropriations),Library of Congress Budget Request for Fiscal Year 2020,9:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108882,9,AP24
"Wednesday, February 13, 2019",Committee on Ways and Means,Hearing on How Middle Class Families are Faring in Today s Economy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108920,10,WM00
"Wednesday, February 13, 2019",Subcommittee on Civil Rights and Human Services (Committee on Education and Labor), Paycheck Fairness Act (H.R. 7): Equal Pay for Equal Work ,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108905,10,ED07
"Wednesday, February 13, 2019",Subcommittee on Health (Committee on Energy and Commerce),Strengthening Our Health Care System: Legislation to Reverse ACA Sabotage and Ensure Pre-Existing Conditions Protections,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108896,10,IF14
"Wednesday, February 27, 2019",Committee on Veterans Affairs,Full Committee Hearing on VA 2030: A Vision for the Future of VA,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108891,14,VR00
"Wednesday, February 13, 2019",Committee on Small Business, Small Business Priorities for the 116th Congress. ,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108916,11,SM00
"Wednesday, February 13, 2019",Subcommittee on Consumer Protection and Financial Institutions (Committee on Financial Services),Challenges and Solutions: Access to Banking Services for Cannabis-Related Businesses,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108893,14,BA15
"Wednesday, February 13, 2019","Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)",Long Term Healthcare Challenges and Long Term Care Hearing,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108883,14,AP18
"Thursday, February 14, 2019",Committee on House Administration,For the People: Our American Democracy,8:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108899,8,HA00
"Wednesday, March 6, 2019",Subcommittee on Consumer Protection and Commerce (Committee on Energy and Commerce), Inclusion in Tech: How Diversity Benefits All Americans ,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108901,10,IF17
"Thursday, February 14, 2019","Subcommittee on Antitrust, Commercial, and Administrative Law (Committee on the Judiciary)","The State of Competition in the Wireless Market: Examining the Impact of the Proposed Merger of T-Mobile and Sprint on Consumers, Workers, and the Internet",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108892,10,JU05
"Thursday, February 28, 2019",Subcommittee on Government Operations (Committee on Oversight and Reform),Effects of Vacancies at the Merit Systems Protection Board,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108903,10,GO24
"Wednesday, March 13, 2019","Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)",Veterans Affairs Office of Inspector General Hearing,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108884,11,AP18
"Tuesday, April 2, 2019","Subcommittee on Housing, Community Development, and Insurance (Committee on Financial Services)",The Affordable Housing Crisis in Rural America: Assessing the Federal Response ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108900,14,BA04
"Thursday, February 14, 2019",Committee on Rules,"Conference Report to accompany H.J. Res. 31 Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes. [Consolidated Appropriations Act, 2019]",5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108924,17,RU00
"Tuesday, February 19, 2019",Subcommittee on Elections (Committee on House Administration),Field Hearing on Voting Rights and Election Administration in Georgia,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108917,9,HA08
"Monday, February 25, 2019",Committee on Rules,"H.R. 8 Bipartisan Background Checks Act of 2019; H.R. 1112 Enhanced Background Checks Act of 2019; H.J. Res. 46 Relating to a national emergency declared by the President on February 15, 2019.",5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108971,17,RU00
"Tuesday, February 26, 2019","Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",Public Witness Hearing (non-tribal programs): Morning Session,9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108950,9,AP06
"Tuesday, February 26, 2019",Committee on Oversight and Reform,A Resolution Offered by Chairman Elijah E. Cummings Authorizing Issuance of Subpoenas Related to Child Separation Policy,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108984,9,GO00
"Tuesday, February 26, 2019","Subcommittee on Energy (Committee on Science, Space, and Technology)",The Future of ARPA-E,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108987,10,SY20
"Tuesday, February 26, 2019",Subcommittee on Readiness (Committee on Armed Services),Naval Surface Forces Readiness: Are Navy Reforms Adequate?,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108947,10,AS03
"Tuesday, February 26, 2019",Committee on Financial Services,Who s Keeping Score? Holding Credit Bureaus Accountable and Repairing a Broken System,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108945,10,BA00
"Tuesday, February 26, 2019",Subcommittee on Legislative Branch (Committee on Appropriations),"Architect of the Capitol, FY 2020 Budget Request",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108954,10,AP24
"Tuesday, February 26, 2019","Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)",VA General Oversight Hearing,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108955,10,AP18
"Tuesday, February 26, 2019","Subcommittee on Commerce, Justice, Science, and Related Agencies (Committee on Appropriations)",Oversight Hearing: Understanding the Changing Climate System and the Role of Climate Research,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108951,10,AP19
"Tuesday, February 26, 2019",Subcommittee on Financial Services and General Government (Committee on Appropriations),Leveraging Private Capital For Underserved Communities and Individuals: A Look Into Community Development Financial Institutions (CDFIs),10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108952,10,AP23
"Tuesday, February 26, 2019",Subcommittee on Consumer Protection and Commerce (Committee on Energy and Commerce),Protecting Consumer Privacy in the Era of Big Data,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108942,10,IF17
"Tuesday, February 26, 2019",Committee on Transportation and Infrastructure,Examining How Federal Infrastructure Policy Could Help Mitigate and Adapt to Climate Change.,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108936,10,PW00
"Tuesday, February 26, 2019","Subcommittee on Water, Oceans, and Wildlife (Committee on Natural Resources)",The State of Water Supply Reliability in the 21st Century,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108935,10,II13
"Tuesday, February 26, 2019","Subcommittee on Investigations, Oversight, and Regulations (Committee on Small Business)",Shutdown Lessons: SBA Capital Access Programs,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108932,10,SM24
"Tuesday, February 26, 2019",Permanent Select Committee on Intelligence,Full Committee Hearing: National Security Implications of the Rise of Authoritarianism Around the World,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108940,10,IG00
"Tuesday, February 26, 2019",Subcommittee on Transportation and Maritime Security (Committee on Homeland Security),Securing U.S. Surface Transportation from Cyber Attacks,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108931,10,HM07
"Tuesday, February 26, 2019",Committee on Education and Labor,"H.R. 865, Rebuild Americas School Act of 2019 and H.R. 7, Paycheck Fairness Act.",10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108975,10,ED00
"Tuesday, February 26, 2019","Subcommittee on Asia, the Pacific and Nonproliferation (Committee on Foreign Affairs)",On the Eve of the Summit: Options for U.S. Diplomacy on North Korea,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108981,10,FA05
"Tuesday, February 26, 2019",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),EPAs Enforcement Program:  Taking the Environmental Cop Off the Beat,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108943,10,IF02
"Tuesday, February 26, 2019",Subcommittee on Legislative Branch (Committee on Appropriations),"Congressional Budget Office, FY 2020 budget request",11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108957,11,AP24
"Tuesday, February 26, 2019","Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",Public Witness Hearing (non-tribal programs): Afternoon Session,12:45 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108958,12,AP06
"Tuesday, February 26, 2019",Committee on House Administration,"Markup of H.R. 1 or a related measure, and for other purposes.",1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108972,13,HA00
"Tuesday, February 26, 2019","Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations (Committee on Foreign Affairs)","A Global Crisis: Refugees, Migrants and Asylum Seekers",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108983,14,FA16
"Tuesday, February 26, 2019",Subcommittee on Strategic Forces (Committee on Armed Services),INF Withdrawal and the Future of Arms Control: Implications for the Security of the United States and its Allies.,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108944,14,AS29
"Tuesday, February 26, 2019","Subcommittee on Western Hemisphere, Civilian Security and Trade (Committee on Foreign Affairs)",Made by Maduro: The Humanitarian Crisis in Venezuela and U.S. Policy Responses,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108946,14,FA07
"Tuesday, February 26, 2019",Committee on Veterans Affairs,Joint Hearing of the House and Senate Veterans Affairs Committees to receive the Legislative Presentation of the Disabled American Veterans,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108927,14,VR00
"Tuesday, February 26, 2019",Subcommittee on Intelligence and Emerging Threats and Capabilities (Committee on Armed Services),"Department of Defense Information Technology, Cybersecurity, and Information Assurance",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108939,14,AS26
"Tuesday, February 26, 2019",Subcommittee on Oversight and Investigations (Committee on Natural Resources), The Denial Playbook: How Industries Manipulate Science and Policy From Climate Change to Public Health ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=108941,14,II15
